title,adult,original_language,overview,tagline,genres,production_country,year
Lesbian House Hunters 14,1,5,"Anya & Lena are trying to sell their house. Anya sets up Prinzzess and Lena to be together because Lena wants to be with another woman. Anya tells Angela that they are choosing a different Realtor, but Angela lowers her percentage rate and offers herself to go to be with her to close the deal. Elsa's mom told Reagan to come over to take pictures of the house in order to sell it. Later, Reagan starts fantasizing and sticks her hand down her pantyhose. The next day her fantasy comes true. Katie and Lauren are enjoying some wine and Lauren can't resist kissing Katie and they head up to the bedroom.",['House hunting with a twist: lesbians go on the hunt for each other!'],['Romance'],70,2017
Transsexual Girlfriend Experience 4,1,5,She likes dresses and she likes pearls. She is a transgender cutie who likes sex with girls. Girl on T-girl loving could not get any hotter!,['T-Girl On Girl Romance Edition'],['Romance'],70,2017
Women Seeking Women 109,1,5,"Women Seeking Women is back with the 109th installment to the series featuring the best in realistic lesbian sex! Julia Ann, Veronica Avluv, Jessica Bangkok, Josi Valentine, Prinzess, Ana Foxxx, Georgia Jones, Shyla Jennings, and Ashlyn Malloy all possess restless hearts and the only thing that will help solve the problem is the perfect woman!",['Restless hearts searching for that one perfect woman'],['Romance'],70,2014
Women Seeking Women 132,1,5,"Girlfriends Films presents the 132nd installment of Women Seeking Women. Always seeking after that one perfect partner, these ladies drift through a series of intimate encounters until they find the one special woman for them. Starring Dani Daniels, Tanya Tate, Jelena Jensen, Lana Rhoades, and more!",['Restless Hearts Searching For That One Perfect Woman!'],['Romance'],70,2016
Anything He Desires,1,5,"Peta loves her boyfriend Levi, but she's always had a thing for his brother Bill. Now that she's working for Bill she's having all kinds of fantasies about him. Peta's never even thought about anal sex before, but the thought of Bill's cock buried in her ass drives her wild. In this special ZZ feature Peta stalks, sucks, begs and fucks her way into fulfilling her deepest, darkest desire.",['Based On The Fantasies Of Peta Jensen'],['Romance'],8,2016
Mother-Daughter Exchange Club 32,1,5,Moms and their daughters mix with other romance minded mom and daughter pairs when they join Mother-Daughter Exchange Club.,['Mother Knows Best!'],['Romance'],70,2014
Please Make Me Lesbian! 14,1,5,They were willing to do anything just to learn to love other women.,"[""The shocking story of women craving other women's attention!""]",['Romance'],70,2017
Women Seeking Women 92,1,5,"Who needs a man when you have 9 absolutely stunning women ready and willing to have passionate sex with another woman!? Only a woman knows what another woman wants... and they give just as good as they get in four sizzling hot Sapphic scenes! Cheri, Jenna and Syren are puppy piling and pussy probing with a hot threesome in scene one. Aryana offers to keep Shyla company between the sheets for a romp in the sack neither one will soon forget. India comforts the lonely Jane with tongue lashings and finger probes and pussy rubbing to ease the ache. Rozen makes Sarah feel right at home when she rolls out the welcome wagon for this new roommate and much, much more! Over 2 hours of hot, sensual woman-woman sex that is sure to excite you!",['Beautiful woman-woman sex which is sure to excite you!'],['Romance'],70,2013
Please Make Me Lesbian! 13,1,5,They begged for a chance to have a lesbian experience! They were willing to do anything just to learn to love other women!,"[""The shocking story of women craving other women's attention!""]",['Romance'],70,2017
Women Seeking Women 129,1,5,"They try so hard to keep their passions in check. But when these women cum together there's no telling who's going to pair up in some of the most realistic lesbian sex ever! This movie features an excellent cast and plenty of hot, genuine, passionate lesbian sex. When Keira Kelly comes out of the closet and announces she's a lesbian; girl pal Aaliyah Love seduces her BFF to satisfy her curiosity and craving for a lesbian liaison! Elexis Monroe and Karen Kougar have just met but it's pretty clear they're going to be great bosom buddies behind closed doors. Shyla Jennings learns that her best bud Tanner Mayes is moving away so she confesses and acts on her hidden feelings. Scene four features a MILF-on-MILF showdown between Persia Monir and Sadie Michaels!",['Restless hearts searching for that one perfect woman. Beautiful woman-woman sex which is sure to excite you!'],"['Romance', 'Drama']",70,2016
Women Seeking Women 141,1,5,"August Ames and Riley Nixon are desperately trying to save their relationship. They decide to go on a girl's only vacation with Carter Cruise and Elsa Jean. In order to salvage their partnership the girls decide to trade off partners! First Carter and Elsa watch August and Riley, then it's Elsa's and Carter's turn to put on a show! The couples decide to switch for a clit licking, finger fucking, twat tribbing romp in the sheets…but will it save their relationships?",['Beautiful woman-woman sex which is sure to excite you!'],['Romance'],70,2017
Women Seeking Women 94,1,5,2014 XRCO Award Winner for Best Girl Girl Series.  Women Seeking Women 94 features our favorite cast of stars acting as Lesbians and revealing why they have an intense attraction for the wet pink love box. As always these beautiful ladies engage in woman-woman sex that is sure to completely compel and excite you to the highest degree!,['Beautiful woman woman sex which is sure to excite you!'],['Romance'],70,2013
Women Seeking Women 136,1,5,"Women Seeking Women is one of the most popular lesbian-themed series out there today! This is some of the best, beautiful woman-woman sex out there today, which is sure to excite you! Restless hearts search for that one perfect woman! As always these beautiful ladies engage in woman-woman sex that is sure to completely compel and excite you to the highest degree!",['Restless Hearts Searching For That One Perfect Woman!'],['Romance'],70,2016
Lesbian House Hunters 12,1,5,"They're on the hunt for a house…but these hot lesbians end up hunting down each other! Lena Nicole, Tanya Tate, Prinzzess, Jayden Cole, Alexis Fawx, Vanessa Veracruz, and Kristen Scott star in four scenes of realty-induced Sapphic romance and lust! They're just looking for a nice new place…between each other's legs!",['House hunting with a twist!'],['Romance'],70,2016
Lesbian House Hunters 15,1,5,A house isn't the only thing these pussy-pounders are looking for! This is house hunting with a twist! Lesbians go on the hunt for each other and for the perfect home! Girlfriends Films has nailed it again with this latest edition of Lesbian House Hunters! The real estate game is cooking at Thornhill Estates!,['Lesbians go on the hunt for each other!'],['Romance'],70,2017
Women Seeking Women 133,1,5,"Girlfriends Films presents the incredible 133rd edition of their award-winning Women Seeking Women series, featuring more restless hearts searching for that one perfect woman. The beautiful woman-on-woman sex depicted in this film is sure to excite you, as will all of the authentic orgasms! Find out why this is one of the most popular lesbian-themed series out there today!",['Restless Hearts Searching For That One Perfect Woman!'],['Romance'],70,2016
Women Seeking Women 12,1,5,"The female body is the most gorgeous sight on the planet, so it's safe to argue that two naked females together is a must see! Whether it's two luscious teens or some smokin' hot middle aged gals, you know you can't pass up the chance to watch them have sex! Girlfriends Films is the ONLY place to go when you're trying to find out what women really do when they're alone!","[""What women really do when they're alone.""]",['Romance'],70,2005
Women Seeking Women 128,1,5,"Girlfriends Films presents the 128th volume of Women Seeking Women. Restless hearts searching for that one perfect woman. Beautiful woman-woman sex which is sure to excite you! Women Seeking Women is one of the most popular lesbian-themed series out there today! And get a look at tremendous performers like Veruca James, Scarlet Red, Hayden Knight, Melanie Rios, Francesca Le, Sinn Sage, and more!",['Restless hearts searching for that one perfect woman. Beautiful woman-woman sex which is sure to excite you!'],['Romance'],70,2016
Women Seeking Women 121,1,5,"In this episode, the first scene sees Lily Labeau going through a divorce while Sinn Sage is there to make things better for her. Then Kara Price visit's Samantha Ryan's house to ask for help getting into college. Samantha suggests taking some admission photos of her. After a couple of pictures Samantha encourages Kara to take off her clothes. She tells her if she does what she says, Samantha will get in. Elexis Monroe and Hana Black end up in the bedroom in a hot lesbian scene. Cameron Cruz and Katalin Kiraly can't hold back their sexual feelings for each other.",['Beautiful woman-woman sex which is sure to excite you!'],['Romance'],70,2015
Women Seeking Women 104,1,5,Amber berates Chastity for having an inappropriate relationship with one of her vendors. She threatens to transfer her and cut her salary unless she makes it up somehow. She takes her to a bedroom and they start kissing. They explore each other's bodies and Amber kisses up and down Chastity's tight body. The intensity picks up and Chastity dives into her pussy. She sucks on her clit and drives Amber wild. Chastity gets her pussy spread open and Amber worships every inch of it. The camera zooms in for some nice views. Amber grabs a strap-on and nails Chastity in doggie and fingers her asshole. The toy is the next thing to be buried deep in her ass. They finish up by tribbing and kissing passionately.,['Restless hearts searching for that one perfect woman!'],['Romance'],70,2014
My Mother... My Brother... and I.,1,5,"Carol, a pretty teenager girl with incest fetish, talks about the (possibly imaginary) time with her brother Lance, who is too shy to have a girlfriend, their mother Nora, whose husband passed away and Steve, Carol's boyfriend. She gives sex lesson to her brother to help with her girlfriend and mother joins them when she returns from shopping. Later they have a wild orgy in bed together with Steve.","['Per mom: ""the family that screws together', 'stays together"".A Very Together', 'Very Loving Little Family']",['Comedy'],70,1973
The Masterpiece,1,5,"Sex and Humor run rampant as Steve (a B-Movie director) steals a script and films it as his ""breakthrough"" movie. Throw in a Russian Mobster Financier who insists on more T&A an ""over the top"" lesbian shower scene and an oversexed All-Star cast and you have the makings of a XXX Masterpiece",['The perfect script just fell in his lap...'],['Comedy'],70,2014
Please Make Me Lesbian! 15,1,5,The shocking story of women craving other women's attention! They begged for a chance to have a lesbian experience!,['The Shocking Story Of Women Craving Other Womens Attention!'],['Romance'],70,2017
Art of Romance,1,5,"Starring Anna Morna, Mia Malkova, Lia Lor, and Capri Anderson, Art of Romance features stunning visuals, powerfully passionate sex scenes, and unforgettably beautiful locations. From an erotic lingerie tease, to a gorgeous beach side tryst, this movie is a celebration of courtship and devotion.",['Several couples make love in the first part of the Art of Romance series.'],['Romance'],8,2013
Women Seeking Women 13,1,5,"Women know what women want, as evidenced by the latest offering from Girlfriend Films, Women Seeking Women Volume 13. Nowhere else can you find the real-life, real-time orgasms, kissing, and chemistry you will here! Four seductive scenes for fine folks with good hearts and curious minds. Enjoy!","[""What Women Really Do When They're Alone.""]",['Romance'],70,2005
Caribbean Vacation,1,5,A late night in the office turns into the beginning of a cock-aching adventure for overworked clerk Francisco. The discovery of a briefcase left behind in the office that contains a fortune in diamonds and a ticket to the Caribbean offers all the reason he needs to escape.,"['...from the hand of the master', 'Alessandro del Mar']",['Crime'],70,2003
Pussy Crazy 2,1,5,"If you thought 2 girls were a handful guess again, threesomes are never a crowd, they are just three times the fun and three times the orgasms! (Only the first scene appears to be a new scene.)",['Threesomes Are Never a Crowd'],['Romance'],70,2016
Outlaws,1,13,"Sin City films presents Joe D'Amato's Epic Western, ""Outlaws"", starring The King Of The Big Guns, Rocco Siffredi and a mega-cast of the worlds finest sex stars in a blazing tale of a town under siege by a vicious band of sex crazed renegades. Hungry for sin, Pedro's band of thugs ravage every woman in sight. Helpless and hopeless, the town cries out and Rocco answers! An orgy of bullets and blazing hot sex ensues as Rocco and his crew ride in, kick ass, reclaim the town and the women, like a thundering sex-charged cavalry! A Colt 45 wasn't the only lethal weapon in the old west!","[""A Colt 45 Wasn't The Only Lethal Weapon In The Old West.""]",['Western'],38,1998
Mother-Daughter Exchange Club 41,1,5,Mother Daughter Exchange Club # 41 Moms and their daughters mix with other romance-minded mom-daughter pairs when they join Mother-Daughter Exchange Club.,['Mother Knows Best!'],['Romance'],70,2015
Young Wives With T-back Asses Protruding From Mini-Skirts At the Place I Work,1,14,"A Censored, Teasing, Ass Lovers and Omnibus Movie: [“Sexy and erotic temptation of Mini skirt, T-back, erotic hips of Hitozuma young wives at the part-time-job shop”] Young wives working part-time at a shop make their male co-worker go crazy by giving him peeks at their underwear, from the back.  They are young, sprightly and very well endowed, They are newly married and are taking these jobs to supplement the household income. The nature of their work meant that they had to bend and squat a lot, wearing short skirts and exposing their ass cheeks. The fact that they were wearing thongs and g-strings meant that with each view the observer – who happens to be a male worker – got more and more excited. Now all he could think about was grabbing those ass cheeks and squeezing the life out of them; or rubbing his dick all over it; or having the woman set her ass on his face and rubbing it hard against him. That was the start. Other actions would follow...","['Sexy and erotic temptation of Mini skirt', 'T-back', 'erotic hips']",['Drama'],40,2015
The Politicians,1,5,"Larry Channing is the Washington insider who pedals flesh as well as political influence. Sandra Dixon is his personal secretary who tends to his office and sexual needs. Larry personally interviews a bevy of vivacious vixens before passing them on to an Arab sheik, an influential Senator, and the board of directors to a major utility company. Former Playboy model Vickie Carbe joins Dixie Donovan, Heide Stohler, and Neola Graef as the females who are more powerful in the nation's capitol than any congressman or senator in this erotic exploitation feature",['Politics Makes For Strange Bedfellows ...these are not the fellows.'],['Drama'],70,1970
Break Up Blues,1,5,"Sam (Samantha Saint), a ""lifestyle"" columnist, discovers her wannabe rocker boyfriend is cheating on her and kicks him to the curb. Apprehensive, she slowly decides to get back into the dating game and document her experiences for her column. A blind date and speed dating prove to be disastrous and Sam's dating future appears to be doomed. Will the Break Up Blues continue or can Sam snap out of it and find true love?","['Finding Mr. Right', 'can go so very wrong.']",['Comedy'],70,2014
59 seconds,1,5,"Kim teeters on the brink of life and death after suffering a near-fatal accident. As surgeons struggle to bring her back to the world of the living, Kim's mind hovers in a limbo designed to entertain her deepest, darkest fantasies, known as the ""Cerebral Net."" With a little help from her guide Gabriel, Kim navigates the ""C. N.,"" enacting all the pleasures of life never-realized. Including a sexual ravaging at the hands of four desperate men. 59 Seconds ... less than a minute ... but more than you could ever imagine.",['All The Love You Need In...'],['Drama'],70,2008
Family Secrets: Tales of Victorian Lust,1,5,"Well-to-do Rayveness falls on hard times when her husband passes away, so she sends her kids Dane and Sammy to stay with former housekeeper Deluxe. But the arrival of the gorgeous young siblings open a Pandora's box of secrets that Sean Michaels must struggle to keep hidden.","['At a time when interracial love was forbidden', ""their passion couldn't be tamed!""]","['History', 'Romance']",8,2010
Exchange Student 2,1,5,"Naughty exchange student Chayse Evans is back to cause more drama in Volume 2 of this delightful tale of sexual indiscretion. Nicole is infuriated when she learns that Chayse seduced her true love Manuel, so she finally confesses her love for him. But when Chayse overhears the two making love, she exacts her revenge by seducing Nicole's married father, David. Meanwhile, David's long suffering wife Elexis seeks comfort in the manly arms of Nicole's boyfriend, Marco. Tempers finally reach a boiling point in an explosive sexual showdown between Elexis and Chayse. Starring Manuel Ferrara, Chayse Evans, Nicole Ray, Marco Banderas, David Perry and Elexis Monroe.","[""There are some things you can't learn in a classroom""]",['Drama'],8,2010
High Priestess of Sexual Witchcraft,1,5,A young man returns home to visit his family and discovers them involved with sinister supernatural forces.,['Georgina Spelvin at her best... performing pagan rites of virginity on the alter of sexual sacrifice!'],['Drama'],70,1973
Him,1,5,A gay-oriented adult film about a young man with a sexual obsession for Christ. This film is presumably lost.,['Are you curious about HIS sexual life?'],['Drama'],70,1974
Little Girls Blue 2,1,5,"Released for the summer from the confines of a strict boarding school, a bevy of young finishing-school lovelies are transplanted to a summer camp full of randy counselors and shady thickets perfect for brushing up on human anatomy and comparative sexual analysis. The girls quickly work their way through the team of counselors. The sex is sleazy, free, fast and loose - and brings back a time when the only people who even thought of using condoms were those whose girls weren't on the pill. Featuring the seldom-seen but fabulous Barbara Klouds - this is far and wide agreed to be some of her best work indeed.  (The movie credits Joanna Williams as Writer and Director, but that is a sobriquet for Maria Lease.)",['Come Play with Us'],['Drama'],70,1983
Indiscretions,1,5,"Kim (Asa Akira), reeling from the unexpected separation from her husband David (Brad Armstrong), moves into a new place. Her neighbor Shane (Damon Dice), immediately introduces himself and begins to help her out around the house. Despite the difference in age, the attraction between them quickly intensifies until Kim finds it impossible to resist his charms. Still not quite ready to give up on her twelve year marriage and her stepdaughter, Kim decides to break it off with Shane and try to forgive her husband. This is when things take a turn for the worse and Kim discovers Shane's intentions aren't so neighborly after all.",['Temptation can get the best of you.'],['Romance'],70,2016
Is He There?,1,5,"Katsuni is tormented by the cruelest man she knows, the man she married. Unwilling to submit, Katsuni looks to hurt him through heated trysts with a parade of young studs.",['The thin line between lust and love.'],['Drama'],70,2009
Electric Blue 17,1,5,"In the wraparound segment, a sexy young coed (Ginger Lynn) takes over a boring sex education class with a much more hands-on approach. There's also an erotic take on Casablance (""Memories of Marrakesh"" again starring Ginger Lynn), a model profile of Jo Phillips, who was discovered on the beaches of Ibiza by EB producers, and more.",['Have a ball at our school for virgins.'],['Documentary'],69,1985
O Viciado em C...,1,19,"Boy raised in a farm, keep sexual relations with the regional animals. When he reaches maturity he tries to live in São Paulo, but he can't adapt to the city's customs or satisfy his curious sexual desire.",['All he wants is some fun.'],['Comedy'],7,1984
TS Lusty Latinas,1,5,"Jessy Dubai gets in a lover's spat with sexy stud Roman Todd that ends in explosive hate sex. Elegant Savannah Thorne can't deny her lust for her sister's fiancee and finally gives in to her forbidden passions. Escort Sunday Valentina gives young hottie Devon Felix a body massage he'll never forget, and Jessy Dubai tries to break up with dull boyfriend Vadim Black - but he turns the tables on the lusty latin bombshell.",['Love is the rose... lust is the thorn'],['Romance'],8,2016
Amber's Desires,1,5,"Amber can't achieve orgasm due to the fact that all her partners including a young stud, a married man, two guys at once and even a woman were selfish lovers who only thought of their own pleasure. Can a sex therapist help?","[""She Just Can't Get Enough!""]",['Drama'],70,1985
Priceless,1,5,"Jenna's facing murder one, but has the gnawing feeling that this has all happened before. Can she refute the charges and still lead an intriguing sex life?",['The experience of a life time.'],"['Mystery', 'Crime']",70,1995
Casanova 2,1,5,"Set in the renaissance era, this prequel finds the great lover battling villains and saving maidens in a variety of hilarious experiences.",['The Legend Continues...'],"['Adventure', 'Comedy', 'Drama']",70,1982
Little Miss Curious,1,5,"You can look, but you'd better not touch this petite powerhouse! Ashley Lauren turns ay trailer park into sin city on wheels as she breaks every rule in the book! From tantalizingly teasing every man within a five mile radius, to being caught in the sack with her cousin's boyfriend, she covers all the bases! But, she's got higher aspirations and winds up showing them off in national men's magazines, making her a real bi-coastal tease!","[""She's eager to learn!""]",['Drama'],70,1991
The Alibi,1,5,"Cheating on your husband can be a good thing, especially when it provides you with a solid alibi for his murder... When Tanya (jessica drake) is questioned about her whereabouts the afternoon her beloved husband was murdered, she reluctantly admits to an affair. One that was being consummated at the precise time her husband was meeting his demise, and with a married man no less.",['She Will Get You Off!'],"['Drama', 'Thriller']",70,2010
Blue Dahlia,1,5,"It's amazing how real dreams can seem. So real you can almost taste them...That's the dilemma facing fashion photographer Lance Steel. The falls headlong for a sultry mysterious beauty that haunts his; 'The Blue Dahlia' played by the Queen of Heat, Misty Rain. She's so gorgeous...so willing, that no desire is left unfulfilled.",['An Erotic Obsession...'],"['Romance', 'Drama', 'Fantasy']",70,1998
Silver Screen Confidential,1,5,"Hollywood, late fifties: big cars, fat cigars, and dames in tight sweaters. Damn, they were tight! Studios makin' deals left and right. Man, you gotta have an agent to make it. That's where this curvy little blond come in. Jenna, see, owns a PR firm up in the hills, buy let me tell you pal, this chick likes to Big One. Ain't no other way to put it; she just can't get enough. So if you like your action hot and heavy, it's Silver Screen Confidential. Get the inside story.",['Jenna Jameson Reporting'],"['Comedy', 'Romance']",70,1996
Jinx,1,5,"It ain't easy being a hooker. Especially when you're drop dead gorgeous! That horny little vamp Jenna Jameson is at it again. She's giving a new twist to the world's oldest profession. Jenna and all the rest of her little sluts are ready and waiting. So what'll it be? Anal sex, girl/girl, threeways? Watch ""Jinx"". They're always happy to olbige. P.S. where's the nearest ATM?",['Wicked Pictures presents the ultimate hooker - Jenna Jameson you sexy muthafucka'],['Drama'],70,1996
Blonde Fire,1,5,"South Africa provides the lush and exotic backdrop for this hard-boiled Johnny Wadd thriller. Hired to puck-up a four-million dollar diamond called the Blonde Fire. Wadd arrives in the dark continent with a suitcase full of cash and his gun loaded. In no time at all, Johnny has traded his cash for the diamond, and unloaded his big gun into a bevy of beautiful broads.  Much to his chagrin, Johnny finds out he's been had the diamond is a fake, and his women have all been spies for a notorious underground kingpin know only as Malcolm. In the seedy Capetown underground, a gorgeous Morrocan bellydancer who engages him in one of the most erotic trysts in the annals of adult cinema.  Tying all the loose ends together with his dexterity, Johnny heads back for home to celebrate his success with his beautiful blonde girlfriend and unknown newcomer known only as SEKA.","[""So Hot You'll Melt in Your Seat!!!""]","['Crime', 'Drama']",70,1978
Liquid Lips,1,5,"Johnny Wadd has rescued Doreen during his Mexico adventure and returned to San Francisco, where he is hired by a special drug investigation unit to bust up a group importing cocaine from south of the border.  Wadd enjoys two heated sexual liasons while keeping his nose to the grindstone for information about the drug smugglers.  Holmes and Chinn faceoff again in fisticuffs as Wadd puts the finishing touches on solving the case.",['The Hung One Is Back!'],['Crime'],70,1976
Perverted Passion,1,5,A demented serial killer and voyeur murders street people in Hollywood.,"[""An older man's search for a teenage lover in Hollywood"", 'California (Middle Age Crazy). The True Story.']",['Horror'],70,1974
Cheer Squad Sleepovers 4,1,5,By day they cheer the home team... By night they live their fantasies!,['Looking for something to cheer about!'],['Romance'],70,2013
TS Massage 2: Lusty Cougars,1,5,"TS cougars Foxxy, River and Sunday attend a business convention at a hotel and spa and immediately set their sites on hot masseurs Roman Todd and Jett Parker. While Foxxy and Sunday enjoy full body massages from the muscular studs, uptight River refuses to indulge her senses. Foxxy decides to find out why, and discovers River's sexy secret. Starring Sunday Valentina, TS Foxxy, River Stark, Roman Todd and Jett Parker.","[""Some women's bodies are much harder to resist""]",['Romance'],70,2016
Corruption,1,5,"David Walker Nelms - the first in more than 10 years of Republican senator from California ... The rising star in his party ... Important public figure ... sociopath with boundless ambition and dark perverted fantasies. When the struggle between Natasha, his naive young mistress, and Carolyn, his bitchy wife insatiable becomes dangerous for career Nelms and his claims to the Oval Office, one of them must go ...  Sex. Murder. Power. Cheating. Thirst. Perversity. Viciousness ...",['No Good Deed Goes Unpunished'],['Drama'],70,2006
Dark Paradise 4,1,5,"It's a story told over and over again, the dark fetishy desires of taboo deviants and the sadistic sex masters that use them for their pleasure. Naked bodies that take their punishment so that they can pleasure the ones who discipline them. Paradise has never been so kinky! Welcome to Paradise ladies and gentlemen, where the dark rise and the naughty play! ""Strap-on"" tight because this ride is about to get very hardcore. Real life footage of the dirtiest taboo fantasies, one on one and threesome fun! Can you handle your sluts being tied up, spit on, and scorched with candle wax? That's what you will see in this male dominant female submissive series of stories.",['Even deeper into the taboo...'],['Thriller'],70,2016
The Budding of Brie,1,5,"A young woman ingratiates herself with a movie star, then takes all she can from her.",['Fully bloomed with sheer abandon and uninhibited splendor.'],['Drama'],70,1980
Black Bootys Drippin' Hot Semen,1,5,Bootyliscious sluts are getting their tight rumps slammed full of thick hard cock and then filled with gooey splooge that drips out of their hole.,['Extreme Butt Stretching and Cum Drippage'],['Drama'],70,2010
Family Anal Adventures 3,1,5,"Dear Diary, Since I've been home from school, I've been noticing how close my sisters are with Daddy. He seems to do an awful lot for them and I'm starting to wonder why. I'm sure it's nothing major, maybe it's just because I've been away... Dear Diary, I totally found out whats been going on with my sisters and Daddy... They've been having sex and I caught them in the act. Nobody saw me watching but it kind of turned me on, especially when Daddy fucked Akira in the ass. After seeing that I'm gonna get closer to Daddy just like they did... I may even let Daddy fuck my ass too!! XO April  P.S. I've never done anal before but it made my sissy cum so hard I can't help but try it!!",['Look what daddy left in my ass!'],['Drama'],70,2016
TS Love Stories,1,5,"Transsensual is proud to present this collection of four passionate vignettes featuring beautiful TS girls with Cis men. Gorgeous, snobby Jessica Fox is impatient with assistant Chad Diamond, until he confesses his devotion to her...Aubrey Kate discovers that she and her blind date, Ruckus have nothing in common, until she lets her guard down...Stefani Special doesn't understand where boyfriend Billie Ramos' fighting ability came from, after he beats up a jerk who was hitting on her at a party. Billie reveals his secret, and the lovers share a tender moment...Finally, emo teen Kory Houston hits on his tutor Mara Nova and feels his darkness fall away.","['Love is Intoxicating', 'but Love Transcends']",['Romance'],70,2016
Sex USA,1,5,"Documentaries were the first types of films to break through the hardcore feature barrier in 1969. SEX U.S.A. highlights the frank, open, and revolutionary sexual attitudes of the time.",['Exploring the sex games of the nation.'],['Documentary'],70,1971
This Big Brother Who Loves Watching AVs Is Producing His Little Sister In His Own Production! He's Proud Of His Little Sister's Excessively Sensual Teeny Tiny Pussy And Pounding It With 3-Star AV Actor Technique,1,14,"Due to the influence of the older brother of the AV enthusiast, the younger sister also watches the AV together and actually repeats Gonzo. While repeating the meetings, the older brother who has shown his commitment will produce his younger sister! I want my old man to belokis, I want him to chase after chestnuts, I want him to stick to the back with a big cock ... A debut work that incorporates his brother's propensity and favorite play for his cute little sister! !! ""My brother, I also became an AV actress ♪ Thank you.""","[""And Follow-Up Cunnilingus And Follow-Up Piston Pounding Pussy Thrusting To Thoroughly Research How Much She'll Cum!! A Furious Spasmic Orgasmic Back Breaking AV Performance!! Yui Natsuhara""]",['Documentary'],40,2018
Veneer,1,5,"Luca and his wife reunite with friends at a dinner party, where supposedly healed wounds within the group are opened, and true feelings come to fruition.",['Behind every glorious facade there is always hidden something ugly'],"['Horror', 'Drama']",2,2022
"Incredible Fall from Grace: From Wealth to Destitution! After Her Daddy's Company Goes Bankrupt, This Girl's Family Is Left in a Black Hole of Debt, Her Mother Bedridden from a Nervous Breakdown!",1,14,"Debt Eun 10 million yen! In order to earn her mother's medical expenses and her younger brother's school expenses, 18-year-old beautiful girl Luna who decided to make her AV debut until she dropped out of school, in exchange for an expensive guarantee, many supers in front of the camera Challenge hard play for the first time in your life! Can a beautiful girl who is crazy with semen and cheeks cheerfully chew on Ji Po and get happiness? ??",['This High Class Girl Drops out of School to Pay for Her Little Brothers Education-- and Dedicates Herself Completely to Porn! Runa Kawakami'],['Drama'],40,2013
Drop Sex,1,5,An unusual mind journey into fucking! Don't give these women any shit – they'll fuck you!,['Wipe the floor.'],['Drama'],70,1997
"My Big Sis Liked It So Much When I Ate Her Out For The First Time, She Came While Squeezing Me Like A Kamakiri! My Shy, Late-Blooming Older Sister Starting Acting Weird Once She Finally Got A Boyfriend.",1,14,"My sister, who is super deep and shy, recently had a boyfriend, and she asked me to lick her dick! ?? I was too embarrassed to refuse cunnilingus from my boyfriend, but it seems that I can not refuse it soon ... So it seems that I want to experience cunnilingus first and get used to it. If I lose to such a desperate request of my sister and lick the dick ... I feel messed up and I'm so excited that I can hold my head with a mantis pinch! In the end, I can not stand it and suddenly change into a nympho so much that I want to insert Ji Po!","[""That's When She Suddenly Asked Me"", ""'Can You Eat Me Out?'! Even Though She Was Too Embarrassed To Let Her Boyfriend Do It...""]",['Drama'],40,2019
Under Arrest,1,5,"Detective Mike Anthony and Officer John Nagel are patrolmen assigned to the park because of recent “indecent exposure” problems. Before you know it, our cops are well in charge of the situation in the park when they become more involved in sucking and screwing than making arrests.","[""BOOK 'EM"", ""SPREAD 'EM"", ""FUCK 'EM""]",['Crime'],70,1999
A NANPA JAPAN Investigative Variety Special! College Girl Babes Only! Real Friends Are Experiencing Their First Ever Mutual Masturbation!! The 2 Of Them Are Playing With Expensive Masturbation Toys And Studying Each Other As They Jack Off!,1,14,"Only for college students in estrus! ""Why don't you monitor your health goods (ona goods)?"" Take a couple of male and female students who you see in the city with friends to your room! Popular masturbation goods were handed over! We asked them to try a game that tests friendship for 30,000 yen just by observing each other and 100,000 yen for SEX! A male and female friend who was alone in a closed room with a hidden camera ... had sex with each other by mutual masturbation using cutting-edge masturbation goods!",['Will They Destroy Their Friendship And Allow Their Sexual Hunger To Take Over!?'],['Drama'],40,2017
Handsome Ransom,1,5,"A desperate desire for new furniture leads two bumbling kidnappers into making the mistake of their lives - taking a porn star for ransom! Packed with action and manly fucking, and climaxing in a mind-blowing four-way finish, HANDSOME RANSOM is also a sophisticated comedy about gay XXX movie making. Buff guys, big dicks, and loads of cum - director Walker presents gay sex the way it's meant to be - Volcanic!",['Two desperate guys with really big guns!'],['Comedy'],70,1997
The One,1,5,"In every relationship, you reach a point where it's time to say those three little words. But what is the right moment to say them? What do you do if they don't react the way you expect? How are you sure that they are The One? For Jennifer (Stormy Daniels) and Dave (Voodoo), that moment has just arrived. In this comedy form Jonathan Morgan, a couple explores the true meaning of their relationship... with a little unsolicited help from their past (and often hysterically disastrous) significant others.",['Three little words can cause one big mess.'],['Comedy'],70,2007
"My Stepdaughter Has Been Learning About the Art of Persuasion. She Started Asking Me All Kinds of Things About My Sex Life, and We Both Started to Get Turned On.",1,14,"Gutara daughter who has been raised overprotective and is usually rumbling at home. The girl recently got hooked on the event due to the influence of the internet and friends, and decided to use my father as a laboratory table. I was surprised, but I didn't take it seriously, but unexpectedly, the event was effective, and I was wondering if there was a secret or propensity for customs, and I would be angry with erotic questions. Eventually, he blames me with his outstanding technique, so all the semen is squeezed out ...","['She Used My Masochistic Personality Against Me', ""and Fucked Me Until I Didn't Have A Drop of Cum Left.""]",['Drama'],40,2020
